slide_id,title,subtitle,metrics_raw,notes,fb_link_text,fb_link_url,ig_link_text,ig_link_url,img1_path,img2_path,img3_path,spend,cac_scientific,cac_last_click,cac_clicks_only,cac_last_non_direct,new_visits_pct,ecr_pct,date_created
1,"MED - REELS - INHOUSE - MC 2025 05 29 - Cortisol Belly - If you have alcohol belly, just stop drinking alcohol. - AIRIDAS/NENAD - CHARLES - Rron","RYZE Superfoods | Sponsored | RYZE is powered by functional mushrooms and adaptogens. Our creamy and delicious blend features six functional mushrooms, ...See more","Spend - $348.91 67.7% | CAC (Hyros Scientific) - $58.15 | CAC (Hyros Last Click) - $43.61 | CAC (Clicks Only - Northbeam) - $57.58 (86.2%) | CAC (Last non-direct touch - Northbeam) - $43.61 (∞%) | New Visits ( Northbeam) - 51.23% (20.4%) | ECR (Northbeam) - 3.74% 603.2% | Date Created - Jul 2, 2025","See links below","FB Link","https://www.facebook.com/ryzesuperfoods","IG Link","https://www.instagram.com/ryzesuperfoods","creative_1.png","chart_1.png","table_1.png",348.91,58.15,43.61,57.58,43.61,0.5123,0.0374,Jul 2 2025
